415	20904	28829	35187	9685
416	25233	16487	50028	1822
417	12464	33846	815	26816
418	21870	2793	26119	16767
419	44406	21865	2606	17826
420	5791	19957	14831	42418
421	5672	18575	14769	44682
422	1465	18228	27104	28417
423	15044	38792	2741	21090
424	16807	5571	45182	38191
425	16806	5572	45183	38190
426	16809	5574	45184	38193
427	1455	19315	9109	25858
428	1456	19317	9110	25857
429	9009	30589	38530	17359
430	2552	24660	14229	38589
431	44854	14182	46484	29818
432	21769	14093	49959	7976
433	21768	14094	30282	7978
434	17637	31564	39559	2193
435	5720	37299	43290	17699
436	49360	5610	19906	16397
437	16807	18918	51240	5571
438	16806	18917	51239	5572
439	16808	18919	51241	5573
440	16809	18920	51242	5574
441	14487	31964	5033	25489
442	14488	31965	5034	25490
443	14486	42108	5032	25488
444	9795	33910	45968	15916
445	9796	33909	45969	15917
446	9797	33911	45970	15919
447	9798	33912	45971	15918
448	7865	24538	13408	29248
449	40740	10910	36133	14773
450	7733	48444	20388	18206
451	39326	2166	30900	14163
452	8530	26769	5144	16827
453	5142	16824	8527	26768
454	3082	35387	14438	31336
455	19053	17559	49913	6524
456	19054	17560	49914	6525
457	19055	17561	49915	6526
458	19056	17562	49916	6527
459	4456	39024	15256	21200
460	20903	20105	17302	7568
461	26977	15231	38692	11151
462	26978	15232	38693	11152
463	26979	15233	38695	11153
464	26980	15234	38694	11154
465	17389	51339	17781	49929
466	15520	46301	18110	2312
467	1148	34032	29288	19975
468	6708	18587	6751	18773
469	11239	26224	7184	27792
470	19537	16798	23652	2683
471	19080	25331	24239	3074
472	32611	5915	45191	16549
473	11576	18999	4267	32362
474	39839	15334	39132	4942
475	39451	2167	31229	14164
476	33744	17333	28273	9269
477	38957	47966	20483	6647
478	5803	18339	47599	49859
479	29777	14027	46340	5303
480	1312	33322	30632	17201
481	1314	33323	30634	17203
482	9909	16234	22974	50835
483	32947	19729	25613	2313
484	32948	19730	25614	2315
485	4657	22421	11684	27702
486	11685	27703	4658	22422
487	13326	22873	4300	31302
488	7546	31496	39782	18828
489	7547	31495	39781	18829
490	17183	49062	17597	7378
491	17185	49063	17599	7380
492	37944	14162	25047	1914
493	12324	32380	4215	22695
494	34834	21914	10122	33609
495	34836	21916	10123	33610
496	34835	21915	10124	33611
497	17406	7052	49652	18399
498	43083	4089	43420	14084
499	43084	4088	43418	14083
500	43082	4091	43421	14086
501	17132	42598	9057	27585
502	8830	27783	40511	21890
503	8826	27781	40512	21887
504	19370	7095	51259	18612
505	19369	7094	51258	18611
506	19371	7096	51260	18613
507	19372	7097	51261	18614
508	23080	15340	39114	3171
509	41702	14495	33919	6497
510	16672	6542	17080	46764
511	12750	27460	7429	24688
512	20616	14910	21998	6143
513	13173	36660	4100	24779
514	13174	28362	4101	24780
515	15792	8665	18015	46668
516	2683	23652	14383	39258
517	46406	37496	13336	25093
518	13172	28364	4099	24778
519	15640	38788	11549	24159
520	37130	6547	36412	14056
521	37131	6548	36413	14057
522	5348	45652	15884	28987
523	5349	45653	15885	28988
524	50806	44137	14912	19140
525	5479	39981	20125	16044
526	18932	6243	50977	17266
527	17064	44985	5341	32719
528	24287	14068	26860	7438
529	28498	7724	32517	14197
530	18825	1182	38703	20436
531	23388	14118	27617	2999
532	23950	1712	31747	15554
533	31049	19175	17714	42612
534	31047	19177	17716	42613
535	27030	14074	39689	8225
536	27033	14075	39688	8226
537	18457	28253	26172	5867
538	1193	38930	14578	29109
539	31485	34713	20349	2754
540	19537	6483	46413	16798
541	35045	14186	36990	6238
542	8212	23749	35433	27442
543	8213	23750	35435	27443
544	35420	6605	20927	40259
545	22874	14191	38747	2105
546	27098	26871	19508	8901
547	45187	6606	19417	50686
548	24068	14436	36988	6753
549	24073	14434	36965	6759
550	9792	31379	44095	20038
551	9793	31382	44096	20040
552	20527	36563	28167	9518
553	9645	28163	901	18190
554	903	18192	9647	28165
555	16843	5166	16844	46560
556	16845	5167	16846	46561
557	6150	19725	15797	50697
558	34930	19099	29442	5494
559	17447	5262	49204	20432
560	17448	5261	47583	20431
561	17449	5263	49205	20433
562	17450	5264	49206	20434
563	43775	43607	45196	16482
564	30951	30684	23060	9168
565	47306	15946	44207	6557
566	6235	18796	7184	18692
567	16737	50326	18853	6554
568	4861	37715	13759	23079
569	49507	16270	49880	17604
570	356	357	39811	21542
571	157	158	39810	21541
572	555	556	39809	21539
573	754	755	39808	21540
574	22337	4605	35853	14786
575	37956	6522	20503	39826
576	24082	5821	25512	14179
577	46563	19008	42413	2321
578	24755	14261	30829	6810
579	24755	4114	36748	14261
580	33562	14405	32836	9497
581	33563	14406	32835	9496
582	33564	14407	32837	9498
583	22963	7535	27181	14636
584	35522	10063	34800	14656
585	39660	34216	35396	14739
586	1702	20345	14443	37685
587	5640	24333	12797	31709
588	5641	24334	12798	31710
589	14873	24885	7458	41254
590	16848	41938	17288	2649
591	36059	5769	19530	47518
592	36061	5770	19531	47520
593	13151	37686	15445	27357
594	14959	39918	4851	25181
595	5884	35454	11307	17019
596	801	21872	36990	19593
597	14356	46635	1021	36899
598	14358	46637	1023	36903
599	14357	46636	1022	36902
600	7991	29118	43585	19847
601	42544	27219	4911	17210
602	17286	18310	6286	51135
603	17287	18311	6287	51136
604	17289	18312	6289	51137
605	3508	21241	9706	24353
606	8331	44383	20787	16429
607	23267	7031	27617	14118
608	43673	16819	31022	13724
609	7455	17624	1028	22283
610	2606	33477	11111	17826
611	16689	47612	8049	27708
612	43034	14245	26227	4070
613	5271	48246	16431	19623
614	8159	27088	13429	26672
615	3996	29566	12660	27580
616	34995	15938	47915	13684
617	8878	20624	7070	23003
618	32452	40900	12357	8602
619	25205	14281	31380	2160
620	25207	14283	31382	2162
621	25208	14284	31381	2163
622	13383	25240	5653	28701
623	33744	12249	42155	17333
624	14192	34672	8607	22399
625	17010	870	45293	39393
626	19598	7481	19380	20422
627	3373	18914	33652	25917
628	32796	14244	45559	6946
629	1424	25660	9342	19423
630	4610	26805	13687	37322
631	25434	7707	33278	14137
632	9482	20606	13228	35915
633	7738	16467	2666	24879
634	7480	20421	6829	19597
635	17124	6831	19598	20422
636	40142	14611	34115	11024
637	40143	14612	34116	11025
638	14532	22940	6221	41996
639	45890	17252	51439	6299
640	5740	45081	15673	26740
641	5741	45080	15674	26738
642	5737	46873	15671	26739
643	5763	46606	48919	21877
644	21188	27071	25351	7586
645	21190	27072	25353	7591
646	20786	6592	21203	16145
647	44899	29653	10330	21326
648	44900	29654	10331	21327
649	44902	29656	10333	21329
650	44901	29655	10332	21328
651	22412	16552	44905	5548
652	39120	12139	40373	24572
653	39018	12138	40372	24571
654	39121	12140	40374	24573
655	17527	20196	43076	6139
656	17251	18203	6041	51466
657	1860	14989	6798	23563
658	45656	16456	44409	6369
659	40266	15956	39814	6315
660	23523	8925	32495	14325
661	17237	49075	6546	19137
662	6174	31958	13343	30078
663	49653	3185	35999	30505
664	17634	2783	23688	24909
665	25514	14181	26499	5823
666	15016	9680	45541	25396
667	15015	9679	45539	25395
668	32363	18250	26238	9337
669	23668	2704	33857	14149
670	22779	9195	30769	16664
671	28061	4324	33411	14533
672	4684	22795	6864	15670
673	5301	16419	7332	23554
674	7333	23555	5302	16420
675	3850	25079	12198	25916
676	9265	25978	40654	28400
677	9264	25977	40653	28399
678	9267	25979	40655	28402
679	930	25776	8892	20372
680	42235	2909	28431	14161
681	27983	14281	25205	6867
682	27984	14283	25207	6869
683	43236	14284	25208	6870
684	24026	15841	41281	7269
685	1225	23784	13808	31644
686	5832	24024	17667	50378
687	5829	24021	17665	50376
688	5831	24023	17666	50377
689	5830	24022	17668	50375
690	6051	20849	14898	40558
691	35450	6536	39482	15068
692	28029	14786	36866	3233
693	38534	12227	23310	30033
694	29651	15116	30470	8081
695	2487	38926	13840	22952
696	16928	32166	29870	6092
697	16927	32165	29869	6091
698	2194	30628	12715	33059
699	2195	30629	12716	33061
700	2196	30630	12717	33060
701	7535	23926	11801	27181
702	18887	19678	48192	7160
703	14433	34472	6758	24072
704	14112	38681	6709	22614
705	14113	38682	6710	22615
706	40536	6891	22213	46436
707	32892	2545	33448	16977
708	32893	2549	33449	16979
709	2688	20268	6768	17432
710	24608	14432	32372	4951
711	22189	14890	36323	2757
712	10384	25131	7530	22103
713	16287	35183	9669	23862
714	23833	10067	48114	14251
715	39839	19592	23854	6013
716	4076	20057	11825	35080
717	16115	6046	18537	19854
718	40486	47595	45692	15464
719	48905	14951	31577	8821
720	21804	14645	40697	6150
721	26601	2878	38758	22007
722	26602	2880	38759	22008
723	5876	18289	46541	17255
724	4214	32233	13215	22694
725	4215	32235	13216	22695
726	43854	14408	43660	4113
727	36410	27938	8477	19310
728	4966	16062	6950	20792
729	3123	14924	9119	32685
730	2627	19803	16933	46877
731	4607	37395	14787	22338
732	2810	25984	8646	17874
733	2811	25985	8647	17875
734	41437	14187	27926	2562
735	1187	39427	12076	16386
736	21920	6116	41263	15864
737	15451	39666	6940	24014
738	15450	39664	6939	24016
739	35859	15303	25814	5434
740	3340	25403	8563	18146
741	37818	23752	9631	30217
742	37817	23753	9630	30218
743	35478	16978	29364	2547
744	27819	14273	39443	7382
745	4942	40566	14836	39839
746	37720	5799	43715	28317
747	37722	5801	43717	28316
748	37716	5795	43714	28314
749	39332	14683	50905	17970
750	25871	14220	36273	8085
751	25872	14223	36275	8086
752	31262	15043	27177	2838
753	15708	40558	49956	2349
754	21278	14565	30780	991
755	31757	20210	8284	29047
756	20708	16160	42795	5241
757	27334	6332	30285	14278
758	47953	15720	51219	44041
759	48061	20547	7174	23830
760	14062	30496	5083	43148
761	47414	42853	13844	19420
762	3488	17062	6087	20122
763	21635	17460	21271	7081
764	1305	17143	39575	19259
765	7422	39577	19260	17145
766	7424	39578	19262	17146
767	7423	39576	19261	17144
768	17638	6581	17813	50053
769	17637	6580	17812	50052
770	17640	6583	17815	50055
771	26425	15007	27029	6303
772	37	23616	28567	36
773	236	23617	28568	235
774	435	23611	28562	434
775	634	23610	28561	633
776	370	371	28566	23614
777	171	172	28565	23615
778	768	769	28563	23612
779	569	570	28564	23613
780	5089	37013	14913	31454
781	5090	37014	14914	31453
782	40313	14672	34144	11073
783	20812	25179	29964	8400
784	34793	6431	23760	14656
785	16725	7277	18011	48463
786	35367	10114	36913	16219
787	20313	6775	36991	16744
788	16352	44403	4695	36900
789	16354	44404	4697	36904
790	44093	26777	11563	28644
791	39312	20729	32885	11544
792	3387	20511	38469	20868
793	346	36545	12788	26920
794	7076	24171	32041	19153
795	30030	14401	30147	6579
796	10803	19390	3460	29969
797	24660	6191	36380	14229
798	31453	14914	36230	1401
799	15077	39505	11558	41563
800	16353	44422	4696	36901
801	8972	23677	7649	22460
802	8971	23676	7648	22459
803	8973	23678	7651	22461
804	8580	27837	13436	27975
805	37825	6725	33442	14602
806	9301	15810	46458	31829
807	13042	26726	5991	26340
808	13039	26723	5988	26343
809	40991	45685	15733	24336
810	29257	6111	43040	26421
811	18391	18254	6428	50791
812	6043	38470	14847	40004
813	20124	16838	36991	6775
814	3337	26722	40668	18507
815	3130	20304	38465	31289
816	38660	5207	47026	17097
817	14651	17098	5208	47027
818	1410	20320	8766	23368
819	50161	5767	48440	34972
820	26424	8032	30184	14291
821	47519	5768	25008	19529
822	47521	5771	25011	19532
823	11388	32558	16261	46807
824	3132	20303	38490	31290
825	35372	3265	23279	35721
826	35373	3266	23280	35722
827	22435	21083	18463	9063
828	22434	21082	18462	9062
829	22437	21085	18464	9065
830	11273	16796	22205	48237
831	26434	14296	28217	4560
832	24231	16694	45362	2588
833	24234	16695	45852	2589
834	24232	16696	45854	2590
835	24233	16697	45363	2591
836	2106	34083	11268	17862
837	17561	19055	2582	50966
838	16598	6589	18887	49765
839	9404	22244	6661	22868
840	6663	22870	9406	22246
841	20596	30657	34219	6518
842	20595	30656	34220	6519
843	46502	15320	46148	31827
844	7576	26893	11401	25232
845	7578	26895	11403	25233
846	7577	26894	11402	25234
847	5882	17856	35451	40689
848	5883	17858	35453	40691
849	22194	6347	31461	15210
850	33399	4206	25931	14513
851	33400	4207	25932	14514
852	32071	4208	25933	14515
853	33401	4209	25934	14516
854	22289	44842	1552	14395
855	26566	9502	23405	18357
856	26567	9503	23406	18358
857	29973	16408	43750	13287
858	29974	16409	43751	13288
859	34503	14747	34629	9824
860	51019	17782	18391	50623
861	3205	23262	10037	23293
862	16839	912	51302	18476
863	40841	17887	30696	1985
864	8711	30076	3775	15684
865	8712	32049	3776	15685
866	8713	32050	3777	15686
867	3778	15687	8714	30077
868	6160	27532	9448	18546
869	6162	27533	9449	18548
870	9450	27534	6161	18547
871	8445	23077	7470	19855
872	8446	29956	7471	19858
873	8447	23078	7472	19857
874	22599	14275	27764	871
875	24631	1686	44815	14292
876	50166	48672	16132	19111
877	41441	7272	33871	14664
878	3481	19931	11271	30623
879	4213	32232	13214	23552
880	45282	16337	43400	2425
881	33024	12699	44773	15879
882	43427	47434	19985	6634
883	43429	47436	19988	6636
884	21238	7494	25150	27098
885	2159	16916	13339	42666
886	20248	16442	43965	2356
887	16166	38673	16943	48613
888	27529	4609	33160	14606
889	16599	48325	2182	20054
890	34917	14561	32742	7090
891	34918	14562	32740	7091
892	33331	16014	31410	6192
893	33334	16017	31413	6195
894	14907	37873	814	26869
895	14423	31968	4694	38370
896	17498	35298	1138	49312
897	5764	45253	35135	17351
898	43856	14430	34886	1620
899	44844	1553	31125	14396
900	31447	30020	2783	18753
901	7281	35015	22151	18326
902	48286	15717	50778	43616
903	48287	15719	50779	43617
904	3074	21596	7689	19080
905	6298	19413	17261	49640
906	26432	4557	28302	14294
907	26433	4558	28303	14295
908	1242	38928	15171	24834
909	34498	36527	20410	4080
910	7331	25081	33036	18579
911	9076	28803	45502	17413
912	5764	17626	35680	40252
913	45330	2327	29748	22730
914	17560	19054	2581	51075
915	17562	19056	2583	51077
916	21097	14303	30813	1959
917	40609	33969	4645	26689
918	41011	14757	34513	2149
919	24416	14279	40436	2767
920	11683	18044	8125	32815
921	11682	18043	8123	32816
922	19725	4071	40610	15797
923	1555	17820	6061	21313
924	32266	14741	33365	8965
925	18513	28497	33975	3112
926	17136	46401	17986	6271
927	17138	49099	17988	6273
928	7113	25322	32977	19001
929	7112	25321	32978	19000
930	7115	25324	32979	19002
931	7114	25323	32980	19003
932	13374	37410	5970	20622
933	14269	24443	8167	41284
934	31811	15970	21858	6664
935	7652	23838	9943	22577
936	16414	44354	6372	20448
937	19786	36825	29714	10299
938	21804	3463	33338	14645
939	2550	34393	11740	27771
940	16137	35637	4395	44811
941	1131	36404	14665	26160
942	1132	36405	14666	26159
943	1134	36406	14667	26161
944	1133	36407	14668	26162
945	1887	24154	8746	19639
946	20897	15945	41405	7284
947	22737	15398	38481	3000
948	45656	6369	45694	16780
949	16304	29372	12633	41947
950	38662	17670	20745	5209
951	35504	5466	21734	16100
952	22362	2468	46097	16869
953	49073	40050	13910	21851
954	8316	19596	2082	47773
955	3031	27178	9262	18443
956	2047	16930	12120	38644
957	15499	23771	1503	39195
958	36326	10851	36658	14503
959	45282	2425	45656	16780
960	22677	3180	33043	31938
961	22678	3181	33044	31937
962	22683	3183	33045	31939
963	29195	15118	25298	1065
964	8399	39199	12733	26210
965	50685	6607	18055	50650
966	22750	2827	27782	17216
967	17715	19176	2483	50872
968	17714	19175	2482	50871
969	17716	19177	2484	50873
970	27881	3225	23094	38677
971	27882	3226	23097	38679
972	27883	3227	23099	38680
973	23673	6685	28741	14705
974	11539	29317	1750	21384
975	12746	38898	5417	17788
976	5419	17791	12748	38900
977	5416	17789	12745	38896
978	12747	38902	5418	17790
979	12289	21881	3715	32921
980	971	23838	7652	17224
981	6059	44490	16202	36493
982	21095	14301	28718	1957
983	21096	14304	28719	1960
984	17993	6546	49075	48674
985	17488	5550	40192	29426
986	5577	29078	9422	17576
987	33692	6239	35141	14838
988	26583	16783	22491	5775
989	35781	16988	47261	14511
990	41395	13609	45515	17594
991	41394	13607	45512	17591
992	22519	7874	19651	21003
993	21420	19652	21004	7875
994	3096	27858	5217	17041
995	3097	27860	5218	17042
996	7886	25366	9677	20435
997	41231	20949	39268	5004
998	1637	20065	37410	24774
999	1639	20067	37412	24776
1000	36247	15089	36643	1975
1001	22925	16822	20394	1644
1002	18091	8960	26568	32035
