1	19403	-1	-1	-1	-1	-1	-1	-1	-1
2	19404	-1	-1	-1	-1	-1	-1	-1	-1
3	19406	-1	-1	-1	-1	-1	-1	-1	-1
4	19405	-1	-1	-1	-1	-1	-1	-1	-1
5	19403	20095	-1	-1	-1	-1	-1	-1	-1
6	9947	20095	-1	-1	-1	-1	-1	-1	-1
7	9947	33515	-1	-1	-1	-1	-1	-1	-1
8	15761	25834	33515	-1	-1	-1	-1	-1	-1
9	14002	15761	-1	-1	-1	-1	-1	-1	-1
10	14002	21866	-1	-1	-1	-1	-1	-1	-1
11	7483	21866	-1	-1	-1	-1	-1	-1	-1
12	7483	21601	-1	-1	-1	-1	-1	-1	-1
13	10471	21601	31215	-1	-1	-1	-1	-1	-1
14	10471	25682	-1	-1	-1	-1	-1	-1	-1
15	9290	25682	-1	-1	-1	-1	-1	-1	-1
16	9290	42661	-1	-1	-1	-1	-1	-1	-1
17	2300	42661	-1	-1	-1	-1	-1	-1	-1
18	2300	18847	-1	-1	-1	-1	-1	-1	-1
19	18847	35786	-1	-1	-1	-1	-1	-1	-1
20	17641	35786	37527	-1	-1	-1	-1	-1	-1
21	17641	28773	-1	-1	-1	-1	-1	-1	-1
22	22321	28773	-1	-1	-1	-1	-1	-1	-1
23	22321	25717	-1	-1	-1	-1	-1	-1	-1
24	25717	28589	-1	-1	-1	-1	-1	-1	-1
25	28589	31366	-1	-1	-1	-1	-1	-1	-1
26	28966	31366	50555	-1	-1	-1	-1	-1	-1
27	26479	50555	-1	-1	-1	-1	-1	-1	-1
28	21845	26479	-1	-1	-1	-1	-1	-1	-1
29	20812	21845	-1	-1	-1	-1	-1	-1	-1
30	20812	31672	-1	-1	-1	-1	-1	-1	-1
31	8635	31672	-1	-1	-1	-1	-1	-1	-1
32	8635	30706	34973	-1	-1	-1	-1	-1	-1
33	28183	34973	-1	-1	-1	-1	-1	-1	-1
34	28183	35232	-1	-1	-1	-1	-1	-1	-1
35	7698	35232	-1	-1	-1	-1	-1	-1	-1
36	772	7698	-1	-1	-1	-1	-1	-1	-1
37	772	24353	-1	-1	-1	-1	-1	-1	-1
38	24353	29215	-1	-1	-1	-1	-1	-1	-1
39	2979	29215	-1	-1	-1	-1	-1	-1	-1
40	2979	20593	-1	-1	-1	-1	-1	-1	-1
41	19825	20593	-1	-1	-1	-1	-1	-1	-1
42	19825	37136	-1	-1	-1	-1	-1	-1	-1
43	29679	37136	-1	-1	-1	-1	-1	-1	-1
44	29679	44599	-1	-1	-1	-1	-1	-1	-1
45	12622	30506	44599	-1	-1	-1	-1	-1	-1
46	30506	33885	-1	-1	-1	-1	-1	-1	-1
47	31688	33885	-1	-1	-1	-1	-1	-1	-1
48	24584	31688	-1	-1	-1	-1	-1	-1	-1
49	24584	29047	-1	-1	-1	-1	-1	-1	-1
50	26399	29047	-1	-1	-1	-1	-1	-1	-1
51	26399	41860	-1	-1	-1	-1	-1	-1	-1
52	6834	41860	-1	-1	-1	-1	-1	-1	-1
53	6834	16398	-1	-1	-1	-1	-1	-1	-1
54	16398	35783	37167	-1	-1	-1	-1	-1	-1
55	14450	35783	-1	-1	-1	-1	-1	-1	-1
56	2832	14450	-1	-1	-1	-1	-1	-1	-1
57	2832	26320	-1	-1	-1	-1	-1	-1	-1
58	8814	26320	32251	-1	-1	-1	-1	-1	-1
59	16939	32251	-1	-1	-1	-1	-1	-1	-1
60	16939	39148	-1	-1	-1	-1	-1	-1	-1
61	33868	39148	-1	-1	-1	-1	-1	-1	-1
62	33868	35865	-1	-1	-1	-1	-1	-1	-1
63	35865	38980	-1	-1	-1	-1	-1	-1	-1
64	15166	38980	44412	-1	-1	-1	-1	-1	-1
65	5187	15166	-1	-1	-1	-1	-1	-1	-1
66	5187	28834	-1	-1	-1	-1	-1	-1	-1
67	28834	32984	-1	-1	-1	-1	-1	-1	-1
68	30126	31420	32984	-1	-1	-1	-1	-1	-1
69	19878	30126	-1	-1	-1	-1	-1	-1	-1
70	19878	37873	-1	-1	-1	-1	-1	-1	-1
71	22578	37873	-1	-1	-1	-1	-1	-1	-1
72	22578	28013	-1	-1	-1	-1	-1	-1	-1
73	28013	39096	-1	-1	-1	-1	-1	-1	-1
74	25237	33555	39096	-1	-1	-1	-1	-1	-1
75	32898	33555	-1	-1	-1	-1	-1	-1	-1
76	32898	38255	-1	-1	-1	-1	-1	-1	-1
77	2677	38255	-1	-1	-1	-1	-1	-1	-1
78	2677	28140	-1	-1	-1	-1	-1	-1	-1
79	2171	28140	-1	-1	-1	-1	-1	-1	-1
80	2171	14223	-1	-1	-1	-1	-1	-1	-1
81	14223	27202	-1	-1	-1	-1	-1	-1	-1
82	25770	27202	-1	-1	-1	-1	-1	-1	-1
83	25770	39134	-1	-1	-1	-1	-1	-1	-1
84	38010	39134	-1	-1	-1	-1	-1	-1	-1
85	14281	38010	-1	-1	-1	-1	-1	-1	-1
86	14281	37562	-1	-1	-1	-1	-1	-1	-1
87	37562	44328	-1	-1	-1	-1	-1	-1	-1
88	26660	34191	44328	-1	-1	-1	-1	-1	-1
89	26660	45100	-1	-1	-1	-1	-1	-1	-1
90	39026	45100	-1	-1	-1	-1	-1	-1	-1
91	31344	39026	-1	-1	-1	-1	-1	-1	-1
92	14157	31344	39043	-1	-1	-1	-1	-1	-1
93	31774	39043	-1	-1	-1	-1	-1	-1	-1
94	31774	38813	-1	-1	-1	-1	-1	-1	-1
95	33935	38813	-1	-1	-1	-1	-1	-1	-1
96	32986	33935	-1	-1	-1	-1	-1	-1	-1
97	7313	32986	-1	-1	-1	-1	-1	-1	-1
98	7313	28932	-1	-1	-1	-1	-1	-1	-1
99	28932	51124	-1	-1	-1	-1	-1	-1	-1
100	26976	51124	-1	-1	-1	-1	-1	-1	-1
101	26976	41551	-1	-1	-1	-1	-1	-1	-1
102	38098	41551	-1	-1	-1	-1	-1	-1	-1
103	38098	46929	-1	-1	-1	-1	-1	-1	-1
104	9025	15852	46929	-1	-1	-1	-1	-1	-1
105	15852	27016	-1	-1	-1	-1	-1	-1	-1
106	27016	46887	-1	-1	-1	-1	-1	-1	-1
107	21764	46887	-1	-1	-1	-1	-1	-1	-1
108	12703	21764	-1	-1	-1	-1	-1	-1	-1
109	12703	37440	-1	-1	-1	-1	-1	-1	-1
110	37440	40973	-1	-1	-1	-1	-1	-1	-1
111	6669	18633	40973	-1	-1	-1	-1	-1	-1
